,open,high,low,close,volume
2756,581.04,581.3,580.7101,581.1395,31501.0
2757,581.19,581.9204,581.18,581.69,37050.0
2758,581.7001,582.05,581.68,581.88,30011.0
2759,581.76,581.99,581.4975,581.88,23477.0
2760,581.81,582.55,581.7,582.305,52170.0
2761,582.3,582.99,582.11,582.8808,59222.0
2762,582.89,583.19,582.564,582.7,89317.0
2763,582.6039,582.9898,582.27,582.3272,44901.0
2764,582.34,582.7999,582.27,582.6997,35557.0
2765,582.81,583.0,582.0338,582.12,62187.0
2766,582.12,582.2699,581.401,582.025,35962.0
2767,581.98,582.04,581.02,581.7418,40380.0
2768,581.725,582.6999,581.725,582.215,31967.0
2769,582.15,582.32,581.75,581.9387,30697.0
2770,582.17,582.89,582.17,582.4066,43287.0
2771,582.3,582.5959,581.41,582.59,32398.0
2772,582.48,582.6496,582.23,582.6,37553.0
2773,582.6,582.69,581.88,582.26,26102.0
2774,582.4636,583.0,582.336,582.7232,28388.0
2775,582.684,582.8422,582.24,582.5369,23074.0
2776,582.615,582.7099,582.0,582.305,18730.0
2777,582.25,582.59,581.9,582.3008,28552.0
2778,582.38,583.0,582.3612,582.81,49164.0
2779,582.63,583.22,582.0301,583.12,39545.0
2780,583.2091,583.39,582.93,583.21,68557.0
2781,583.33,583.335,582.7405,582.8,40728.0
2782,582.925,583.21,582.58,582.695,47245.0
2783,582.832,582.95,582.3501,582.7564,28317.0
2784,582.87,583.0,582.1,582.785,35301.0
2785,582.7859,582.98,582.325,582.525,26401.0
2786,582.45,582.6,582.2,582.5501,25445.0
2787,582.53,582.71,581.6904,582.2967,64660.0
2788,582.35,582.4,581.93,582.1796,28378.0
2789,582.02,582.0233,581.05,581.75,65918.0
2790,581.765,582.1199,581.6,582.0908,27363.0
2791,582.185,582.4,581.9348,582.17,34818.0
2792,582.1616,582.44,581.5711,581.735,38931.0
2793,581.85,582.43,581.85,582.3,30502.0
2794,582.1763,582.41,581.5086,582.06,46969.0
2795,582.01,582.26,581.01,581.06,57398.0
2796,581.03,581.3799,580.38,580.81,68518.0
2797,580.754,581.1968,580.51,580.99,34302.0
2798,581.0,581.06,579.87,580.1274,77432.0
2799,580.045,580.12,579.0,579.3,97071.0
2800,579.4851,580.2564,579.27,579.55,55851.0
2801,579.56,579.6613,577.17,577.9479,191943.0
2802,577.6954,577.9599,575.34,576.3716,147215.0
2803,576.195,578.16,575.8835,577.94,113131.0
2804,577.7954,578.07,576.62,577.875,78159.0
2805,577.69,578.7499,577.69,578.2861,77926.0
2806,578.23,578.3296,577.1,577.7975,58820.0
2807,577.72,577.73,576.8101,577.49,60357.0
2808,577.2601,578.6,577.2601,578.584,70169.0
2809,578.5,578.5899,576.7,576.7,53907.0
2810,576.79,577.9755,576.42,577.7928,60664.0
2811,578.0,579.2,577.84,578.755,78664.0
2812,578.755,578.97,578.6001,578.83,50103.0
2813,578.89,580.159,578.835,580.03,105333.0
2814,580.13,580.71,579.99,580.5,98401.0
2815,580.5684,580.82,580.42,580.69,41676.0
2816,580.64,580.82,579.49,579.9,67878.0
2817,579.8466,580.39,579.5,579.9891,46804.0
2818,579.96,580.49,579.38,580.38,68204.0
2819,580.32,580.85,580.0884,580.765,39081.0
2820,580.7729,581.0,580.3101,580.9,68364.0
2821,580.885,582.0,580.885,581.97,83831.0
2822,581.934,582.29,581.38,581.76,76002.0
2823,581.8,582.4,581.71,581.97,71607.0
2824,581.9,582.38,580.89,581.04,62601.0
2825,581.25,581.41,580.56,580.89,133362.0
2826,580.8818,581.6719,580.66,581.0,51143.0
2827,580.88,581.59,580.88,581.4372,33434.0
2828,581.3963,582.17,581.04,582.1116,57728.0
2829,582.11,582.29,581.74,582.07,47880.0
2830,582.0908,582.3,581.5,581.5,47373.0
2831,581.515,581.576,581.01,581.4,35741.0
2832,581.4,581.56,580.3218,580.4,49387.0
2833,580.4384,581.1599,580.15,580.5077,40297.0
2834,580.45,580.48,579.7175,580.1353,70307.0
2835,579.8601,580.7599,579.59,579.59,52599.0
2836,579.682,579.682,578.41,578.537,87526.0
2837,578.625,578.98,578.1,578.1,53007.0
2838,578.4399,579.54,577.79,579.52,84729.0
2839,579.43,579.43,578.57,579.235,53478.0
2840,579.4199,579.4199,577.41,577.94,63872.0
2841,577.7514,579.3899,577.56,579.32,59626.0
2842,579.48,580.4069,579.25,580.23,93325.0
2843,580.33,580.6,579.8,579.8,35407.0
2844,579.91,580.94,579.91,580.72,48159.0
2845,580.7,581.85,580.44,581.7594,78769.0
2846,581.85,582.4862,581.52,582.0,97366.0
2847,582.17,582.35,581.14,581.4649,66887.0
2848,581.32,582.29,581.17,582.1699,45571.0
2849,582.115,582.5,581.64,582.01,74089.0
