,open,high,low,close,volume
0,441.5,444.0,440.0,444.0,24835.0
1,444.0,445.71,444.0,445.49,19052.0
2,445.5,448.38,445.14,447.0,37459.0
3,446.73,446.9,444.4,445.01,116393.0
4,445.11,446.8,443.5,443.51,214154.0
5,443.65,443.66,436.6,440.0,5242527.0
6,440.0,447.6,439.3,447.4047,7198211.0
7,447.4,448.89,444.67,445.705,5070499.0
8,445.6422,447.07,442.2104,443.53,3800592.0
9,443.53,445.97,440.67,443.6847,3572426.0
10,443.79,447.54,443.4315,446.14,3717567.0
11,446.14,448.5,445.38,446.65,4399588.0
12,446.65,447.59,444.5473,446.0,230132.0
13,446.01,446.9,446.0,446.82,52339.0
14,446.8,447.22,446.52,447.06,39892.0
15,447.12,448.0,447.0,447.9199,78356.0
16,448.0,452.04,446.5,450.36,59682.0
17,450.21,450.21,449.45,449.7,12912.0
18,449.7,450.1,445.5,446.0,36098.0
19,446.46,449.88,446.46,448.58,179874.0
20,448.8321,451.45,447.0,448.99,431915.0
21,448.94,458.96,447.35,458.7974,8393365.0
22,458.7579,461.08,453.55,458.42,9087293.0
23,458.4799,465.5,457.14,459.1701,7923262.0
24,459.41,461.8,455.7134,457.97,5773147.0
25,457.94,465.0,457.66,464.52,4784982.0
26,464.48,465.9,461.38,463.39,5355319.0
27,463.3,464.73,461.09,461.47,4738403.0
28,461.3,462.4,458.28,458.7,566922.0
29,458.7,461.3,458.2,461.0,97878.0
30,461.04,461.94,459.57,459.65,75103.0
31,459.67,460.5,459.51,460.35,106791.0
32,452.95,460.0,442.02,445.0,125703.0
33,444.98,446.18,443.54,445.47,41899.0
34,445.5,450.8,445.5,449.0,58892.0
35,449.8,453.5,449.0,451.34,252691.0
36,453.42,453.5743,447.1,449.69,577391.0
37,449.7,456.57,447.15,453.39,5793246.0
38,453.33,453.76,443.68,445.82,8197658.0
39,445.93,451.29,444.28,448.88,5067021.0
40,448.72,450.1274,444.12,444.9209,3691470.0
41,444.89,447.18,442.5,446.53,3732949.0
42,446.51,447.94,444.68,447.7459,3052299.0
43,447.7,450.66,447.31,448.88,4159342.0
44,448.88,449.8,448.0,449.2,419817.0
45,449.05,449.1,448.45,449.0,27943.0
46,449.0,449.15,448.15,448.19,30482.0
47,448.1,448.89,446.58,446.75,88593.0
48,448.88,452.6,448.88,449.88,28965.0
49,449.6,450.5,449.0,450.2,7044.0
50,450.34,451.5,449.4,449.4,10345.0
51,449.9,453.68,449.9,452.9,122090.0
52,451.9774,454.97,450.72,454.75,295150.0
53,454.8,455.9499,451.04,451.9136,4261630.0
54,451.8301,455.0799,448.0615,449.843,5883640.0
55,449.815,451.16,442.88,446.69,5998478.0
56,446.6901,449.3475,444.76,449.0,3236931.0
57,448.94,451.44,448.03,448.451,2804274.0
58,448.4755,449.4,446.41,449.0754,2496262.0
59,449.12,449.45,438.85,439.91,6077625.0
60,439.67,448.3116,437.21,439.91,787446.0
61,439.91,440.55,439.72,440.2,101031.0
62,440.11,440.7,437.0,438.8,95506.0
63,438.85,439.11,438.0,438.2,67113.0
64,446.0,448.75,445.51,447.8,36458.0
65,447.55,448.1,447.1,447.18,4609.0
66,447.18,447.53,446.3,447.5,5917.0
67,447.14,447.58,445.5,446.68,147728.0
68,447.0,447.6,445.0,446.44,301193.0
69,445.9142,448.34,441.12,441.7,4923507.0
70,441.685,443.88,432.67,436.574,7740004.0
71,436.605,441.3699,436.11,438.04,4312070.0
72,438.09,439.6499,434.83,438.7788,3468459.0
73,438.7196,440.4057,435.5,437.23,3051609.0
74,437.2,441.15,434.7221,435.0,4379012.0
75,434.8,435.16,428.87,430.83,6523231.0
76,430.83,438.2825,430.83,433.75,702687.0
77,433.7,435.0,433.31,434.9,81668.0
78,434.9,435.7499,434.44,435.46,67699.0
79,435.49,435.55,432.32,433.45,114664.0
80,435.9,438.83,434.5,436.21,17854.0
81,436.49,436.5,434.88,435.15,9892.0
82,436.09,436.5,435.5,435.5,3434.0
83,435.41,436.99,433.96,434.01,114455.0
84,435.2985,436.99,430.19,431.79,358103.0
85,431.7994,433.6,420.4001,424.04,6783592.0
86,424.04,425.2326,421.07,422.555,5091123.0
87,422.41,425.24,420.68,424.56,3960514.0
88,424.5467,426.6799,421.7501,426.3,2961718.0
89,426.2,429.05,425.25,426.1,3515517.0
90,426.1898,426.91,422.75,422.92,2191433.0
91,422.94,423.4,419.0501,421.97,5473775.0
92,421.94,424.1308,420.0,420.6101,436072.0
93,420.62,422.0,420.54,421.83,91026.0
94,421.81,425.0,421.81,424.5,140077.0
95,424.6,424.9799,422.0,424.6,107507.0
96,424.8,425.5,420.76,420.76,23234.0
97,421.0,423.0,421.0,423.0,9247.0
98,423.4,423.5,423.3,423.5,4880.0
99,423.81,423.81,420.3,421.0,84722.0
100,422.0,423.5,420.01,421.6,161902.0
101,421.5,430.5,420.5,425.99,4260017.0
102,426.19,429.27,422.811,428.752,4324971.0
103,428.78,432.95,427.11,431.0826,4642232.0
104,431.0496,432.54,426.41,427.1226,2839351.0
105,426.75,429.5,426.4,427.11,1984082.0
106,427.22,428.18,425.45,427.665,2286531.0
107,427.68,427.92,421.25,422.5,4615206.0
108,422.64,441.85,420.69,433.57,4082203.0
109,433.74,439.25,428.0,432.74,1408091.0
110,432.74,437.5,432.3,436.5,640663.0
111,436.38,437.1,435.0,436.31,249205.0
112,436.95,445.0,436.95,445.0,139707.0
113,445.4,445.88,441.0,443.6,68836.0
114,442.91,446.0,442.04,444.4,48419.0
115,444.2,445.3,442.2,442.65,349753.0
116,442.6505,445.0,439.31,439.5,704556.0
117,440.0,445.23,433.12,433.701,8503629.0
118,433.63,434.5,424.51,428.88,9483112.0
119,428.6661,435.12,427.95,431.85,6229053.0
120,431.7923,432.7777,428.2001,431.81,3305714.0
121,431.72,434.15,430.64,431.08,3159993.0
122,431.0,431.7,427.8,429.7405,2820334.0
123,429.77,431.75,425.22,425.9,3783062.0
124,425.79,432.2645,425.79,426.26,620240.0
125,426.1,427.18,425.47,427.18,110876.0
126,427.48,428.8,426.5,426.51,114522.0
127,426.7,427.18,426.25,426.49,103799.0
128,426.84,426.84,422.5,423.8,45551.0
129,423.79,424.73,423.62,424.65,7850.0
130,424.01,424.5,423.8,424.0,5531.0
131,424.68,425.5,422.5,424.5,139452.0
132,424.42,425.79,422.5,423.98,221590.0
133,423.94,424.5,412.38,413.37,6663858.0
134,413.34,413.3925,407.3801,410.924,8113880.0
135,410.855,413.84,409.672,411.35,4117260.0
136,411.455,416.5,410.43,415.5922,3554007.0
137,415.57,418.0899,414.02,417.09,3035778.0
