date,open,high,low,close,volume
2020-10-22 18:27:00,427.99,428.0,427.99,428.0,1321.0
2020-10-22 18:26:00,427.45,427.8,427.45,427.8,1280.0
2020-10-22 18:24:00,427.5,427.5,427.5,427.5,416.0
2020-10-22 18:23:00,427.4,427.5,427.4,427.5,1019.0
2020-10-22 18:22:00,427.5501,427.5501,427.4,427.4,2795.0
2020-10-22 18:21:00,427.99,427.99,427.6,427.6,2615.0
2020-10-22 18:19:00,427.8,427.81,427.8,427.81,998.0
2020-10-22 18:17:00,428.16,428.16,427.62,427.62,1521.0
2020-10-22 18:16:00,427.98,428.0,427.8,427.8,1916.0
2020-10-22 18:15:00,428.5,428.52,428.0,428.0,4076.0
2020-10-22 18:14:00,428.2,428.5,428.15,428.5,8598.0
2020-10-22 18:13:00,428.1,428.2,428.0,428.2,2219.0
2020-10-22 18:12:00,427.85,428.0,427.85,428.0,1175.0
2020-10-22 18:11:00,427.84,427.9,427.65,427.9,4208.0
2020-10-22 18:10:00,427.55,427.8,427.55,427.8,2393.0
2020-10-22 18:09:00,427.7,427.7,427.7,427.7,1026.0
2020-10-22 18:08:00,428.5,428.5,427.95,427.95,2942.0
2020-10-22 18:07:00,428.37,428.8,428.37,428.5,4040.0
2020-10-22 18:06:00,427.97,428.55,427.95,428.37,6277.0
2020-10-22 18:05:00,427.97,428.28,427.8,427.96,14339.0
2020-10-22 18:04:00,427.85,428.0,427.7,428.0,4989.0
2020-10-22 18:03:00,427.29,427.84,427.29,427.76,8098.0
2020-10-22 18:02:00,427.12,427.39,427.12,427.31,1044.0
2020-10-22 18:01:00,427.48,427.5,427.2,427.45,2817.0
2020-10-22 18:00:00,426.66,427.18,426.62,427.18,12590.0
2020-10-22 17:59:00,426.65,426.75,426.65,426.75,784.0
2020-10-22 17:58:00,426.76,426.76,426.75,426.75,1388.0
2020-10-22 17:57:00,426.88,426.88,426.7,426.75,1220.0
2020-10-22 17:56:00,426.8,426.85,426.8,426.85,1353.0
2020-10-22 17:54:00,426.6,426.6,426.55,426.6,1074.0
2020-10-22 17:53:00,426.89,426.89,426.51,426.53,2130.0
2020-10-22 17:51:00,426.75,426.88,426.75,426.88,1730.0
2020-10-22 17:49:00,426.75,426.75,426.75,426.75,1304.0
2020-10-22 17:48:00,426.75,426.9899,426.75,426.89,2118.0
2020-10-22 17:47:00,426.7,426.8,426.7,426.8,2408.0
2020-10-22 17:46:00,426.49,426.7,426.45,426.7,3014.0
2020-10-22 17:45:00,426.28,426.28,426.28,426.28,1042.0
2020-10-22 17:44:00,426.21,426.21,426.21,426.21,1023.0
2020-10-22 17:43:00,426.27,426.27,426.27,426.27,713.0
2020-10-22 17:42:00,426.25,426.27,426.25,426.27,881.0
2020-10-22 17:41:00,426.23,426.28,426.23,426.28,976.0
2020-10-22 17:40:00,426.08,426.23,426.08,426.23,846.0
2020-10-22 17:38:00,426.2,426.2,426.02,426.02,1162.0
2020-10-22 17:37:00,426.22,426.28,426.03,426.03,1322.0
2020-10-22 17:36:00,426.18,426.18,426.18,426.18,608.0
2020-10-22 17:35:00,426.33,426.33,426.33,426.33,586.0
2020-10-22 17:32:00,426.0,426.0,426.0,426.0,789.0
2020-10-22 17:31:00,425.96,426.0,425.96,426.0,4914.0
2020-10-22 17:30:00,425.94,426.0,425.93,425.95,3635.0
2020-10-22 17:29:00,425.95,425.95,425.83,425.95,2177.0
2020-10-22 17:28:00,425.75,425.95,425.75,425.92,3315.0
2020-10-22 17:26:00,425.64,425.64,425.64,425.64,589.0
2020-10-22 17:25:00,425.6,425.6,425.6,425.6,686.0
2020-10-22 17:24:00,425.7,425.7,425.7,425.7,610.0
2020-10-22 17:23:00,425.6,425.6,425.6,425.6,5495.0
2020-10-22 17:22:00,425.47,425.59,425.47,425.59,2053.0
2020-10-22 17:21:00,425.55,425.55,425.55,425.55,2283.0
2020-10-22 17:20:00,425.68,425.68,425.68,425.68,1115.0
2020-10-22 17:18:00,425.7598,425.76,425.7,425.72,2149.0
2020-10-22 17:16:00,425.8,425.8,425.8,425.8,1154.0
2020-10-22 17:15:00,425.62,425.8,425.62,425.77,3301.0
2020-10-22 17:14:00,425.55,425.69,425.55,425.69,4825.0
2020-10-22 17:13:00,426.0,426.05,425.69,425.79,10267.0
2020-10-22 17:12:00,426.0,426.0,426.0,426.0,751.0
2020-10-22 17:11:00,426.1502,426.1502,426.15,426.15,1149.0
2020-10-22 17:10:00,426.2,426.2,426.0,426.01,2829.0
2020-10-22 17:09:00,426.2502,426.3,426.1,426.1,3236.0
2020-10-22 17:08:00,426.28,426.3,426.28,426.3,1175.0
2020-10-22 17:07:00,426.28,426.37,426.28,426.28,2248.0
2020-10-22 17:06:00,426.24,426.3,426.24,426.3,867.0
2020-10-22 17:05:00,426.2,426.24,426.1,426.24,2603.0
2020-10-22 17:04:00,426.2,426.3,426.2,426.3,2464.0
2020-10-22 17:03:00,426.21,426.21,426.2,426.2002,1080.0
2020-10-22 17:02:00,426.15,426.38,426.15,426.37,1785.0
2020-10-22 17:01:00,426.1,426.1,426.1,426.1,1060.0
2020-10-22 17:00:00,426.45,426.5999,426.26,426.26,1872.0
2020-10-22 16:57:00,426.8,426.8,426.5,426.5,2299.0
2020-10-22 16:55:00,426.7,426.7,426.65,426.65,916.0
2020-10-22 16:53:00,426.7,426.7,426.68,426.68,1164.0
2020-10-22 16:51:00,426.33,426.5,426.33,426.5,5219.0
2020-10-22 16:50:00,426.41,426.43,426.3302,426.3302,1761.0
2020-10-22 16:49:00,426.45,426.45,426.45,426.45,510.0
2020-10-22 16:48:00,426.37,426.38,426.33,426.38,880.0
2020-10-22 16:47:00,426.46,426.46,426.15,426.15,5475.0
2020-10-22 16:46:00,426.3,426.3,426.3,426.3,1135.0
2020-10-22 16:45:00,426.47,426.47,426.34,426.34,1378.0
2020-10-22 16:43:00,426.5,426.5,426.15,426.15,3636.0
2020-10-22 16:41:00,426.46,426.64,426.46,426.52,1550.0
2020-10-22 16:40:00,426.82,426.85,426.5,426.5,15555.0
2020-10-22 16:39:00,426.95,426.95,426.95,426.95,749.0
2020-10-22 16:38:00,426.82,426.82,426.82,426.82,1305.0
2020-10-22 16:37:00,426.83,426.98,426.83,426.98,717.0
2020-10-22 16:36:00,426.99,426.99,426.85,426.85,1964.0
2020-10-22 16:35:00,426.75,426.95,426.75,426.95,1438.0
2020-10-22 16:34:00,426.84,426.84,426.84,426.84,1980.0
2020-10-22 16:33:00,426.7,426.7,426.6,426.6,1088.0
2020-10-22 16:32:00,426.6,426.6,426.6,426.6,1918.0
2020-10-22 16:31:00,426.55,426.7,426.55,426.66,1302.0
2020-10-22 16:30:00,426.5,426.5,426.5,426.5,706.0
2020-10-22 16:29:00,426.5499,426.55,426.5,426.5,1420.0
2020-10-22 16:28:00,426.37,426.5,426.37,426.5,986.0
2020-10-22 16:27:00,425.79,425.79,425.79,425.79,32433.0
2020-10-22 16:26:00,426.5,426.5,426.5,426.5,1623.0
2020-10-22 16:25:00,426.49,426.5,426.34,426.5,3179.0
2020-10-22 16:24:00,426.5,426.5,426.45,426.5,4149.0
2020-10-22 16:23:00,426.5,426.7,426.2,426.2,3690.0
2020-10-22 16:22:00,426.5,426.69,426.5,426.5,2435.0
2020-10-22 16:21:00,426.56,426.73,426.39,426.39,2864.0
2020-10-22 16:20:00,426.2,426.7,426.2,426.65,2275.0
2020-10-22 16:19:00,426.5,426.5,426.2,426.2,4475.0
2020-10-22 16:18:00,426.53,426.55,426.39,426.39,3838.0
2020-10-22 16:17:00,426.7,426.84,426.7,426.84,2877.0
2020-10-22 16:16:00,426.9,426.94,425.79,426.75,190703.0
2020-10-22 16:15:00,426.7,427.0,426.7,427.0,2605.0
2020-10-22 16:14:00,426.7,426.7,426.59,426.7,6419.0
2020-10-22 16:13:00,426.71,432.2645,426.68,426.68,13688.0
2020-10-22 16:12:00,426.25,426.7,426.22,426.65,6145.0
2020-10-22 16:11:00,426.2,426.2,426.06,426.11,3449.0
2020-10-22 16:10:00,426.52,426.52,426.21,426.21,3513.0
2020-10-22 16:09:00,427.13,427.25,426.52,426.52,10187.0
2020-10-22 16:08:00,427.41,427.5,427.25,427.28,3991.0
2020-10-22 16:07:00,427.3,427.5,427.15,427.5,12243.0
2020-10-22 16:06:00,426.9,427.4,425.79,427.11,19638.0
2020-10-22 16:05:00,426.1998,426.85,426.1998,426.85,8975.0
2020-10-22 16:04:00,426.15,426.19,426.1,426.15,3476.0
2020-10-22 16:03:00,425.81,426.1,425.81,426.1,5428.0
2020-10-22 16:02:00,426.0,426.08,425.7902,425.92,5324.0
2020-10-22 16:01:00,425.79,426.2,425.79,426.12,201695.0
2020-10-22 16:00:00,426.01,426.25,425.77,425.9,286617.0
2020-10-22 15:59:00,425.94,426.1,425.8,426.06,118965.0
2020-10-22 15:58:00,425.61,426.12,425.6,425.8401,119532.0
2020-10-22 15:57:00,425.8,425.96,425.22,425.58,122420.0
2020-10-22 15:56:00,425.76,426.3,425.5,425.75,115310.0
2020-10-22 15:55:00,425.75,426.43,425.5,425.85,133028.0
2020-10-22 15:54:00,426.37,426.39,425.75,425.76,90656.0
2020-10-22 15:53:00,426.29,426.65,425.9,426.41,106213.0
2020-10-22 15:52:00,426.845,426.87,426.0,426.34,154504.0
2020-10-22 15:51:00,427.21,427.84,426.81,426.81,159127.0
2020-10-22 15:50:00,428.0794,428.1141,427.02,427.1629,121667.0
2020-10-22 15:49:00,428.14,428.25,427.91,428.03,40019.0
2020-10-22 15:48:00,428.07,428.25,428.0,428.1,41832.0
2020-10-22 15:47:00,428.256,428.28,427.8,428.0,108052.0
2020-10-22 15:46:00,428.575,428.72,428.201,428.2413,39551.0
2020-10-22 15:45:00,428.47,428.63,428.2,428.63,50302.0
2020-10-22 15:44:00,428.715,428.8,428.25,428.52,60909.0
2020-10-22 15:43:00,428.8,428.93,428.5501,428.7,41357.0
2020-10-22 15:42:00,428.56,429.0,428.56,428.7375,28555.0
2020-10-22 15:41:00,428.6,429.0999,428.41,428.6,59823.0
2020-10-22 15:40:00,429.06,429.095,428.38,428.56,79089.0
2020-10-22 15:39:00,429.4202,429.46,428.84,429.09,52710.0
2020-10-22 15:38:00,429.05,429.5,428.75,429.44,72600.0
2020-10-22 15:37:00,429.13,429.37,429.0501,429.12,29732.0
2020-10-22 15:36:00,429.11,429.4,429.05,429.1807,57293.0
2020-10-22 15:35:00,429.66,429.7432,429.1,429.12,64602.0
2020-10-22 15:34:00,429.7375,430.01,429.7,429.7102,47817.0
2020-10-22 15:33:00,430.1,430.11,429.65,429.76,52325.0
2020-10-22 15:32:00,430.19,430.19,430.01,430.085,27077.0
2020-10-22 15:31:00,430.24,430.38,430.07,430.2,22345.0
2020-10-22 15:30:00,430.41,430.45,430.03,430.16,38932.0
2020-10-22 15:29:00,430.58,430.6,430.13,430.42,33894.0
2020-10-22 15:28:00,430.1653,430.74,430.12,430.5634,61180.0
2020-10-22 15:27:00,430.315,430.4199,430.1263,430.165,31226.0
2020-10-22 15:26:00,430.11,430.48,429.7,430.2802,30896.0
2020-10-22 15:25:00,430.3,430.3599,430.06,430.127,29496.0
2020-10-22 15:24:00,429.5255,430.55,429.44,430.47,56986.0
2020-10-22 15:23:00,429.915,429.97,429.5201,429.5201,24191.0
2020-10-22 15:22:00,429.92,430.07,429.8,429.93,28406.0
2020-10-22 15:21:00,429.525,429.92,429.4,429.8855,34716.0
2020-10-22 15:20:00,429.59,429.79,429.5,429.6,31174.0
2020-10-22 15:19:00,429.34,429.6999,429.3,429.54,23106.0
2020-10-22 15:18:00,429.79,429.91,429.3,429.34,37307.0
2020-10-22 15:17:00,429.828,430.0299,429.741,429.78,33184.0
2020-10-22 15:16:00,429.68,429.96,429.48,429.82,25109.0
2020-10-22 15:15:00,429.62,429.74,429.4101,429.725,19863.0
2020-10-22 15:14:00,429.4726,429.71,429.4726,429.58,31305.0
2020-10-22 15:13:00,429.8,429.875,429.34,429.46,58905.0
2020-10-22 15:12:00,429.8876,429.99,429.7101,429.91,29188.0
2020-10-22 15:11:00,429.9256,430.14,429.78,429.8716,43728.0
2020-10-22 15:10:00,429.67,430.0,429.61,429.9998,43685.0
2020-10-22 15:09:00,430.4,430.43,429.6601,429.76,71460.0
2020-10-22 15:08:00,430.47,430.5,430.18,430.3901,35285.0
2020-10-22 15:07:00,430.81,430.82,430.22,430.46,62968.0
2020-10-22 15:06:00,431.353,431.353,430.71,430.77,44063.0
2020-10-22 15:05:00,431.5611,431.75,431.16,431.3331,59334.0
2020-10-22 15:04:00,431.06,431.58,431.05,431.58,69062.0
2020-10-22 15:03:00,430.765,431.28,430.69,431.115,95688.0
2020-10-22 15:02:00,430.04,430.78,430.04,430.765,62875.0
2020-10-22 15:01:00,429.77,430.1399,429.72,430.05,31821.0
2020-10-22 15:00:00,429.915,430.06,429.64,429.7405,41624.0
2020-10-22 14:59:00,430.125,430.125,429.5301,429.97,57554.0
2020-10-22 14:58:00,430.13,430.45,430.05,430.1403,26059.0
2020-10-22 14:57:00,430.0651,430.3,429.93,430.13,22494.0
2020-10-22 14:56:00,430.28,430.41,429.95,430.05,49433.0
2020-10-22 14:55:00,430.67,430.7,430.26,430.3396,32139.0
2020-10-22 14:54:00,430.7314,430.8699,430.42,430.6992,32710.0
2020-10-22 14:53:00,430.36,430.9,430.0,430.78,62188.0
2020-10-22 14:52:00,429.8,430.62,429.7701,430.48,61825.0
2020-10-22 14:51:00,430.1101,430.1899,429.2,429.84,80151.0
2020-10-22 14:50:00,430.34,430.44,430.0,430.15,30329.0
2020-10-22 14:49:00,429.97,430.5199,429.7501,430.332,63603.0
2020-10-22 14:48:00,430.148,430.35,429.9001,430.02,55215.0
2020-10-22 14:47:00,429.45,430.25,429.45,430.171,79112.0
2020-10-22 14:46:00,429.88,429.935,429.45,429.48,61011.0
2020-10-22 14:45:00,429.0,429.98,428.72,429.885,83966.0
2020-10-22 14:44:00,429.288,429.3,428.96,429.0573,30679.0
2020-10-22 14:43:00,428.75,429.34,428.75,429.3,26718.0
2020-10-22 14:42:00,429.0338,429.0338,428.74,428.86,19618.0
2020-10-22 14:41:00,429.22,429.27,428.81,429.055,21729.0
2020-10-22 14:40:00,428.945,429.3,428.86,429.2679,24565.0
2020-10-22 14:39:00,429.0,429.01,428.5002,429.0,33771.0
2020-10-22 14:38:00,429.18,429.34,428.87,429.11,54577.0
2020-10-22 14:37:00,429.485,429.485,429.02,429.0801,56585.0
2020-10-22 14:36:00,428.7799,429.57,428.6,429.4026,40248.0
2020-10-22 14:35:00,428.59,429.1,428.46,428.67,50983.0
2020-10-22 14:34:00,428.3501,428.73,428.3501,428.57,33565.0
2020-10-22 14:33:00,428.86,429.0,428.3,428.4,37229.0
2020-10-22 14:32:00,428.2496,428.93,428.12,428.87,57290.0
2020-10-22 14:31:00,428.34,428.43,427.8,428.2,93463.0
2020-10-22 14:30:00,428.82,429.12,428.07,428.4,106747.0
2020-10-22 14:29:00,428.81,429.05,428.71,428.92,110893.0
2020-10-22 14:28:00,428.82,429.02,428.54,428.865,39823.0
2020-10-22 14:27:00,429.41,429.4199,428.6101,428.94,54838.0
2020-10-22 14:26:00,429.125,429.49,428.9,429.48,48944.0
2020-10-22 14:25:00,429.46,429.49,429.01,429.0971,44523.0
2020-10-22 14:24:00,429.04,429.49,429.038,429.3764,48652.0
2020-10-22 14:23:00,429.36,429.38,428.86,428.91,75039.0
2020-10-22 14:22:00,429.85,429.85,429.09,429.2999,73482.0
2020-10-22 14:21:00,430.38,430.47,429.8,429.86,35886.0
2020-10-22 14:20:00,430.28,430.39,430.11,430.32,25752.0
2020-10-22 14:19:00,430.27,430.35,430.0,430.3,30132.0
2020-10-22 14:18:00,430.51,430.63,430.05,430.1818,40650.0
2020-10-22 14:17:00,429.815,430.9,429.815,430.45,60020.0
2020-10-22 14:16:00,429.8,430.0,429.61,429.93,31892.0
2020-10-22 14:15:00,430.1,430.1,429.5,429.735,28142.0
2020-10-22 14:14:00,430.25,430.37,429.85,430.0984,26389.0
2020-10-22 14:13:00,430.0866,430.3468,429.8,430.112,23817.0
2020-10-22 14:12:00,430.2733,430.37,430.01,430.2055,22208.0
2020-10-22 14:11:00,429.82,430.65,429.7,430.2,50069.0
2020-10-22 14:10:00,430.11,430.3,429.63,429.88,41564.0
2020-10-22 14:09:00,430.3798,430.45,429.92,430.1,71183.0
2020-10-22 14:08:00,430.53,430.62,430.16,430.33,33687.0
2020-10-22 14:07:00,430.67,430.92,430.3501,430.6199,33289.0
2020-10-22 14:06:00,430.89,431.18,430.55,430.55,30222.0
2020-10-22 14:05:00,431.0,431.23,430.55,430.89,41790.0
2020-10-22 14:04:00,431.1,431.22,430.76,430.89,35812.0
2020-10-22 14:03:00,431.55,431.63,430.91,431.0602,34085.0
2020-10-22 14:02:00,431.11,431.7,430.93,431.52,39848.0
2020-10-22 14:01:00,431.0,431.37,431.0,431.18,60523.0
2020-10-22 14:00:00,431.1999,431.1999,430.7,431.08,34143.0
2020-10-22 13:59:00,431.179,431.23,430.82,431.18,20716.0
2020-10-22 13:58:00,431.0,431.23,430.7,431.0977,32358.0
2020-10-22 13:57:00,431.135,431.25,430.75,430.9,25496.0
2020-10-22 13:56:00,431.7059,431.73,431.05,431.07,41003.0
2020-10-22 13:55:00,431.72,431.95,431.42,431.75,30051.0
2020-10-22 13:54:00,431.1407,431.72,431.04,431.6736,43565.0
2020-10-22 13:53:00,430.9493,431.373,430.64,431.1309,46291.0
2020-10-22 13:52:00,431.4,431.619,430.7,431.0,65607.0
2020-10-22 13:51:00,431.495,431.8966,431.3,431.4,44455.0
2020-10-22 13:50:00,432.45,432.5515,431.33,431.4,60016.0
2020-10-22 13:49:00,432.705,433.0499,432.4,432.5396,38841.0
2020-10-22 13:48:00,432.54,432.76,432.25,432.6963,34110.0
2020-10-22 13:47:00,432.435,432.67,432.27,432.66,33109.0
2020-10-22 13:46:00,432.71,433.13,432.31,432.31,36334.0
2020-10-22 13:45:00,432.92,433.4,432.465,432.7178,85088.0
2020-10-22 13:44:00,431.8299,432.9,431.2982,432.8023,87743.0
2020-10-22 13:43:00,431.9,431.9,431.6,431.745,34030.0
2020-10-22 13:42:00,431.5,432.5,431.5,431.79,60815.0
2020-10-22 13:41:00,431.4,431.8,431.21,431.4035,30331.0
2020-10-22 13:40:00,431.165,431.46,431.01,431.39,35106.0
2020-10-22 13:39:00,431.42,431.77,431.05,431.34,40015.0
2020-10-22 13:38:00,431.8783,432.1099,431.33,431.38,42179.0
2020-10-22 13:37:00,431.735,431.99,431.6501,431.87,25431.0
2020-10-22 13:36:00,431.5945,431.89,431.52,431.82,27739.0
2020-10-22 13:35:00,431.95,432.0,431.4501,431.54,47890.0
2020-10-22 13:34:00,432.5,432.69,431.76,431.9199,32905.0
2020-10-22 13:33:00,432.27,432.75,432.21,432.21,31264.0
2020-10-22 13:32:00,432.41,432.48,431.8,432.22,55591.0
2020-10-22 13:31:00,432.83,433.0,432.4001,432.5463,37126.0
2020-10-22 13:30:00,432.49,432.8299,432.31,432.8299,44196.0
2020-10-22 13:29:00,432.45,432.8,432.0101,432.45,81440.0
2020-10-22 13:28:00,432.6401,432.81,432.2501,432.42,37350.0
2020-10-22 13:27:00,433.05,433.1,432.5,432.6779,58001.0
2020-10-22 13:26:00,432.9,433.3,432.7918,432.98,45189.0
2020-10-22 13:25:00,433.29,433.32,432.47,432.86,51606.0
2020-10-22 13:24:00,432.92,433.5999,432.92,433.1308,64860.0
2020-10-22 13:23:00,432.66,433.12,432.6,432.8462,60028.0
2020-10-22 13:22:00,432.56,432.77,432.4665,432.6412,41122.0
2020-10-22 13:21:00,432.28,432.7,432.16,432.54,40648.0
2020-10-22 13:20:00,432.57,432.7344,432.12,432.27,69963.0
2020-10-22 13:19:00,433.4478,433.5845,432.35,432.4869,70444.0
2020-10-22 13:18:00,432.945,433.68,432.75,433.35,67000.0
2020-10-22 13:17:00,432.8256,433.2987,432.61,432.92,61019.0
2020-10-22 13:16:00,432.9682,433.29,432.74,432.9001,38830.0
2020-10-22 13:15:00,433.3735,433.61,432.8,432.8024,58813.0
2020-10-22 13:14:00,433.495,433.73,433.3,433.37,54028.0
2020-10-22 13:13:00,432.56,434.15,432.49,433.3501,111115.0
2020-10-22 13:12:00,433.06,433.25,432.4,432.53,147025.0
2020-10-22 13:11:00,432.9,433.33,432.68,433.046,60362.0
2020-10-22 13:10:00,432.48,433.4105,432.245,432.97,122998.0
2020-10-22 13:09:00,431.7001,432.6,431.7,432.4967,63744.0
2020-10-22 13:08:00,431.4899,432.1,431.37,431.8,43680.0
2020-10-22 13:07:00,431.57,431.79,431.33,431.355,23345.0
2020-10-22 13:06:00,431.7156,431.97,431.4,431.58,25385.0
2020-10-22 13:05:00,431.9798,432.0599,431.25,431.5954,51745.0
2020-10-22 13:04:00,431.82,432.38,431.82,431.94,71601.0
2020-10-22 13:03:00,431.94,431.97,431.67,431.88,38994.0
2020-10-22 13:02:00,431.99,432.0488,431.7,431.8403,54752.0
2020-10-22 13:01:00,431.72,432.5,431.6392,431.98,141362.0
2020-10-22 13:00:00,431.27,431.88,430.9166,431.81,61861.0
2020-10-22 12:59:00,430.7,431.48,430.55,431.3416,55960.0
2020-10-22 12:58:00,430.8399,430.91,430.56,430.6404,28537.0
2020-10-22 12:57:00,430.83,431.14,430.6,430.82,56757.0
2020-10-22 12:56:00,430.07,431.0,429.9658,430.79,43639.0
2020-10-22 12:55:00,430.315,430.3367,429.6501,430.15,47187.0
2020-10-22 12:54:00,430.775,430.85,430.3,430.315,41361.0
2020-10-22 12:53:00,430.36,431.17,430.31,430.82,91514.0
2020-10-22 12:52:00,430.385,430.83,430.26,430.43,64048.0
2020-10-22 12:51:00,430.5299,430.5299,430.02,430.3697,96337.0
2020-10-22 12:50:00,430.3453,430.77,430.3453,430.45,148894.0
2020-10-22 12:49:00,429.72,430.49,429.6894,430.315,88156.0
2020-10-22 12:48:00,429.335,429.7845,429.1001,429.75,35957.0
2020-10-22 12:47:00,429.355,429.68,429.2,429.35,51763.0
2020-10-22 12:46:00,429.34,429.7,429.13,429.3774,63203.0
2020-10-22 12:45:00,428.695,429.66,428.695,429.44,69097.0
2020-10-22 12:44:00,428.5249,428.87,428.3,428.66,42775.0
2020-10-22 12:43:00,428.8666,429.0,428.31,428.485,38368.0
2020-10-22 12:42:00,429.475,429.475,428.7,428.86,58991.0
2020-10-22 12:41:00,429.03,429.58,429.02,429.501,41595.0
2020-10-22 12:40:00,429.1,429.2,428.6173,429.1229,41982.0
2020-10-22 12:39:00,428.8088,429.2,428.65,429.15,35242.0
